site_id,study_id,latitude,longitude,crop,management,ab_wildbees,ab_bombus,total_sampled_time,sampling_year,sampling_abundance
MEL-EGI1_2017,Silvia_Castro_Helianthus_annuus_Spain_2017,42.4169502258301,-4.31999015808105,Helianthus annuus,conventional,10.0,4.0,377.0,2017,focal observations
MEL-NGI1_2017,Silvia_Castro_Helianthus_annuus_Spain_2017,42.399730682373,-4.27059984207153,Helianthus annuus,conventional,7.0,4.0,383.0,2017,focal observations
MEL-NON1_2017,Silvia_Castro_Helianthus_annuus_Spain_2017,42.403881072998,-4.26730012893677,Helianthus annuus,conventional,1.0,3.0,320.0,2017,focal observations
PRE-EGI1_2017,Silvia_Castro_Helianthus_annuus_Spain_2017,42.2010192871094,-3.87654995918274,Helianthus annuus,conventional,2.0,0.0,300.0,2017,focal observations
PRE-EGI2_2017,Silvia_Castro_Helianthus_annuus_Spain_2017,42.1875915527344,-3.82961988449097,Helianthus annuus,conventional,9.0,0.0,334.0,2017,focal observations
PRE-NON1_2017,Silvia_Castro_Helianthus_annuus_Spain_2017,42.2097702026367,-3.88255000114441,Helianthus annuus,conventional,1.0,1.0,289.0,2017,focal observations
RED-EGI1_2017,Silvia_Castro_Helianthus_annuus_Spain_2017,42.471549987793,-3.10825991630554,Helianthus annuus,conventional,3.0,5.0,290.0,2017,focal observations
RED-EGI2_2017,Silvia_Castro_Helianthus_annuus_Spain_2017,42.4618301391602,-3.1055600643158,Helianthus annuus,conventional,12.0,4.0,276.0,2017,focal observations
RED-NGI1_2017,Silvia_Castro_Helianthus_annuus_Spain_2017,42.4804611206055,-3.10335993766785,Helianthus annuus,conventional,2.0,1.0,409.0,2017,focal observations
RED-NON1_2017,Silvia_Castro_Helianthus_annuus_Spain_2017,42.4808082580566,-3.10787010192871,Helianthus annuus,conventional,12.0,3.0,321.0,2017,focal observations
VIL-EGI1_2017,Silvia_Castro_Helianthus_annuus_Spain_2017,41.9302597045898,-3.88073992729187,Helianthus annuus,conventional,5.0,1.0,384.0,2017,focal observations
VIL-EGI2_2017,Silvia_Castro_Helianthus_annuus_Spain_2017,41.9387702941895,-3.91416001319885,Helianthus annuus,conventional,5.0,0.0,375.0,2017,focal observations
VIL-NGI1_2017,Silvia_Castro_Helianthus_annuus_Spain_2017,41.9380187988281,-3.8450300693512,Helianthus annuus,conventional,4.0,0.0,316.0,2017,focal observations
VIL-NON1_2017,Silvia_Castro_Helianthus_annuus_Spain_2017,41.9396095275879,-3.85509991645813,Helianthus annuus,conventional,4.0,0.0,385.0,2017,focal observations
AUS-EGI1_2018,Silvia_Castro_Helianthus_annuus_Spain_2018,42.2200584411621,-3.61490988731384,Helianthus annuus,conventional,10.0,0.0,233.0,2018,focal observations
AUS-EGI2_2018,Silvia_Castro_Helianthus_annuus_Spain_2018,42.2370681762695,-3.56196999549866,Helianthus annuus,conventional,1.0,3.0,285.0,2018,focal observations
AUS-NGI1_2018,Silvia_Castro_Helianthus_annuus_Spain_2018,42.2391204833984,-3.56858992576599,Helianthus annuus,conventional,1.0,1.0,387.0,2018,focal observations
AUS-NON1_2018,Silvia_Castro_Helianthus_annuus_Spain_2018,42.2273788452148,-3.62284994125366,Helianthus annuus,conventional,3.0,0.0,320.0,2018,focal observations
MEL-EGI1_2018,Silvia_Castro_Helianthus_annuus_Spain_2018,42.4169883728027,-4.32018995285034,Helianthus annuus,conventional,2.0,1.0,284.0,2018,focal observations
MEL-NGI1_2018,Silvia_Castro_Helianthus_annuus_Spain_2018,42.4546813964844,-4.24151992797852,Helianthus annuus,conventional,3.0,4.0,339.0,2018,focal observations
MEL-NON1_2018,Silvia_Castro_Helianthus_annuus_Spain_2018,42.3845291137695,-4.24806022644043,Helianthus annuus,conventional,2.0,1.0,357.0,2018,focal observations
PRE-EGI2_2018,Silvia_Castro_Helianthus_annuus_Spain_2018,42.1873016357422,-3.83000993728638,Helianthus annuus,conventional,1.0,0.0,200.0,2018,focal observations
PRE-NGI1_2018,Silvia_Castro_Helianthus_annuus_Spain_2018,42.1771697998047,-3.83527994155884,Helianthus annuus,conventional,3.0,1.0,321.0,2018,focal observations
PRE-NON1_2018,Silvia_Castro_Helianthus_annuus_Spain_2018,42.2069511413574,-3.86470007896423,Helianthus annuus,conventional,1.0,0.0,321.0,2018,focal observations
RED-EGI1_2018,Silvia_Castro_Helianthus_annuus_Spain_2018,42.4714508056641,-3.10807991027832,Helianthus annuus,conventional,5.0,19.0,195.0,2018,focal observations
RED-EGI2_2018,Silvia_Castro_Helianthus_annuus_Spain_2018,42.4617004394531,-3.10559010505676,Helianthus annuus,conventional,5.0,96.0,280.0,2018,focal observations
RED-NGI1_2018,Silvia_Castro_Helianthus_annuus_Spain_2018,42.4639511108398,-3.11277008056641,Helianthus annuus,conventional,5.0,75.0,369.0,2018,focal observations
RED-NON1_2018,Silvia_Castro_Helianthus_annuus_Spain_2018,42.4503707885742,-3.11188006401062,Helianthus annuus,conventional,0.0,105.0,320.0,2018,focal observations
VIL-EGI1_2018,Silvia_Castro_Helianthus_annuus_Spain_2018,41.9299697875977,-3.88045001029968,Helianthus annuus,conventional,3.0,1.0,281.0,2018,focal observations
VIL-EGI2_2018,Silvia_Castro_Helianthus_annuus_Spain_2018,41.9389801025391,-3.91416001319885,Helianthus annuus,conventional,3.0,4.0,210.0,2018,focal observations
VIL-NGI1_2018,Silvia_Castro_Helianthus_annuus_Spain_2018,41.9250984191895,-3.92553997039795,Helianthus annuus,conventional,3.0,2.0,315.0,2018,focal observations
VIL-NON1_2018,Silvia_Castro_Helianthus_annuus_Spain_2018,41.9201507568359,-3.92223000526428,Helianthus annuus,conventional,3.0,3.0,326.0,2018,focal observations
UK1,Simon_Potts_Vicia_faba_UK_2005,51.60611743,-0.922647887,Vicia faba,conventional,0.0,4.0,,2005,transects
UK10,Simon_Potts_Vicia_faba_UK_2005,51.56583333,-1.404444444,Vicia faba,conventional,1.0,7.0,,2005,transects
UK2,Simon_Potts_Vicia_faba_UK_2005,51.59605473,-1.00518756,Vicia faba,conventional,2.0,18.0,,2005,transects
UK3,Simon_Potts_Vicia_faba_UK_2005,51.4137184,-1.280954732,Vicia faba,conventional,0.0,1.0,,2005,transects
UK4,Simon_Potts_Vicia_faba_UK_2005,51.37410504,-1.025811658,Vicia faba,conventional,2.0,4.0,,2005,transects
UK5,Simon_Potts_Vicia_faba_UK_2005,51.63855379,-1.033162478,Vicia faba,conventional,0.0,11.0,,2005,transects
UK6,Simon_Potts_Vicia_faba_UK_2005,51.52910488,-1.328157573,Vicia faba,conventional,5.0,13.0,,2005,transects
UK7,Simon_Potts_Vicia_faba_UK_2005,51.70090625,-1.520986138,Vicia faba,conventional,0.0,15.0,,2005,transects
UK8,Simon_Potts_Vicia_faba_UK_2005,51.57394151,-1.480470686,Vicia faba,conventional,0.0,8.0,,2005,transects
UK9,Simon_Potts_Vicia_faba_UK_2005,51.51361111,-1.430277778,Vicia faba,conventional,0.0,2.0,,2005,transects
bal,Smitha_Krishnan_Coffea_canephora_India_2007,12.091125,75.988587,Coffea canephora,conventional,78.0,0.0,270.0,2007,focal observations
bas,Smitha_Krishnan_Coffea_canephora_India_2007,12.10022,75.9904,Coffea canephora,conventional,9.0,0.0,270.0,2007,focal observations
baso,Smitha_Krishnan_Coffea_canephora_India_2007,12.0988,75.99071,Coffea canephora,conventional,22.0,0.0,180.0,2007,focal observations
be,Smitha_Krishnan_Coffea_canephora_India_2007,12.10932,76.01263,Coffea canephora,conventional,3.0,0.0,180.0,2007,focal observations
chl,Smitha_Krishnan_Coffea_canephora_India_2007,12.1016833333333,75.9613,Coffea canephora,conventional,15.0,0.0,270.0,2007,focal observations
chs,Smitha_Krishnan_Coffea_canephora_India_2007,12.106761,75.961584,Coffea canephora,conventional,16.0,0.0,270.0,2007,focal observations
devpur,Smitha_Krishnan_Coffea_canephora_India_2007,12.20735,75.9576166666667,Coffea canephora,conventional,144.0,0.0,225.0,2007,focal observations
dhm,Smitha_Krishnan_Coffea_canephora_India_2007,12.177747,76.003894,Coffea canephora,conventional,47.0,0.0,270.0,2007,focal observations
hal,Smitha_Krishnan_Coffea_canephora_India_2007,12.13705,75.93175,Coffea canephora,conventional,47.0,0.0,270.0,2007,focal observations
has,Smitha_Krishnan_Coffea_canephora_India_2007,12.1447333333333,75.9300833333333,Coffea canephora,conventional,30.0,0.0,270.0,2007,focal observations
kap,Smitha_Krishnan_Coffea_canephora_India_2007,12.1542,75.9571833333333,Coffea canephora,conventional,26.0,0.0,270.0,2007,focal observations
kil,Smitha_Krishnan_Coffea_canephora_India_2007,12.145114,75.965714,Coffea canephora,conventional,76.0,0.0,270.0,2007,focal observations
kis,Smitha_Krishnan_Coffea_canephora_India_2007,12.1419833333333,75.9843833333333,Coffea canephora,conventional,12.0,0.0,270.0,2007,focal observations
bshbck,Smitha_Krishnan_Coffea_canephora_India_2008,12.0852,75.9017,Coffea canephora,conventional,4.0,0.0,225.0,2008,focal observations
dha.sulu,Smitha_Krishnan_Coffea_canephora_India_2008,12.174543,76.045192,Coffea canephora,conventional,5.0,0.0,225.0,2008,focal observations
hardha,Smitha_Krishnan_Coffea_canephora_India_2008,12.05506,76.0046,Coffea canephora,conventional,10.0,0.0,225.0,2008,focal observations
harkas,Smitha_Krishnan_Coffea_canephora_India_2008,12.0652,75.99213,Coffea canephora,conventional,3.0,0.0,225.0,2008,focal observations
ichbha,Smitha_Krishnan_Coffea_canephora_India_2008,12.14689,75.90853,Coffea canephora,conventional,35.0,0.0,225.0,2008,focal observations
kottageri,Smitha_Krishnan_Coffea_canephora_India_2008,12.1117,76.03495,Coffea canephora,conventional,1.0,0.0,225.0,2008,focal observations
kutnan,Smitha_Krishnan_Coffea_canephora_India_2008,12.10104,75.86985,Coffea canephora,conventional,1.0,0.0,225.0,2008,focal observations
nal,Smitha_Krishnan_Coffea_canephora_India_2008,12.13184,76.00611,Coffea canephora,conventional,9.0,0.0,225.0,2008,focal observations
nit,Smitha_Krishnan_Coffea_canephora_India_2008,12.1163,76.05664,Coffea canephora,conventional,18.0,0.0,225.0,2008,focal observations
polche,Smitha_Krishnan_Coffea_canephora_India_2008,12.277651,75.956483,Coffea canephora,conventional,14.0,0.0,225.0,2008,focal observations
porpon,Smitha_Krishnan_Coffea_canephora_India_2008,12.03403,75.92679,Coffea canephora,conventional,1.0,0.0,225.0,2008,focal observations
titbck,Smitha_Krishnan_Coffea_canephora_India_2008,12.21177,76.002385,Coffea canephora,conventional,3.0,0.0,225.0,2008,focal observations
tittat,Smitha_Krishnan_Coffea_canephora_India_2008,12.2408666666667,76.0124166666667,Coffea canephora,conventional,1.0,0.0,225.0,2008,focal observations
tshkor,Smitha_Krishnan_Coffea_canephora_India_2008,12.03143,75.98459,Coffea canephora,conventional,2.0,0.0,225.0,2008,focal observations
tshogr,Smitha_Krishnan_Coffea_canephora_India_2008,12.03702,75.95436,Coffea canephora,conventional,5.0,0.0,225.0,2008,focal observations
armnew,Smitha_Krishnan_Coffea_canephora_India_2009,12.2383333333333,75.7721333333333,Coffea canephora,conventional,40.0,0.0,375.0,2009,focal observations
bolnew,Smitha_Krishnan_Coffea_canephora_India_2009,12.228834,75.789863,Coffea canephora,conventional,97.0,0.0,375.0,2009,focal observations
deviyynew,Smitha_Krishnan_Coffea_canephora_India_2009,12.2593833333333,75.8069333333333,Coffea canephora,conventional,123.0,0.0,375.0,2009,focal observations
devtatnew,Smitha_Krishnan_Coffea_canephora_India_2009,12.25562,75.79833,Coffea canephora,conventional,16.0,0.0,375.0,2009,focal observations
hatvannew,Smitha_Krishnan_Coffea_canephora_India_2009,12.1710666666667,75.8763333333333,Coffea canephora,conventional,70.0,0.0,375.0,2009,focal observations
kottolinew,Smitha_Krishnan_Coffea_canephora_India_2009,12.1845166666667,75.7643333333333,Coffea canephora,conventional,39.0,0.0,375.0,2009,focal observations
maibatnew,Smitha_Krishnan_Coffea_canephora_India_2009,12.26379,75.79112,Coffea canephora,conventional,14.0,0.0,375.0,2009,focal observations
maimalnew,Smitha_Krishnan_Coffea_canephora_India_2009,12.2453333333333,75.7671166666667,Coffea canephora,conventional,15.0,0.0,375.0,2009,focal observations
maimannew,Smitha_Krishnan_Coffea_canephora_India_2009,12.2614833333333,75.7798666666667,Coffea canephora,conventional,5.0,0.0,375.0,2009,focal observations
kushal org,Smitha_Krishnan_Coffea_canephora_India_2014,12.16945,76.00502,Coffea canephora,organic,6.0,0.0,135.0,2014,focal observations
bharath,Smitha_Krishnan_Coffea_canephora_India_2014,12.27235,75.92194,Coffea canephora,organic,32.0,0.0,135.0,2014,focal observations
vasanti,Smitha_Krishnan_Coffea_canephora_India_2014,12.14675,75.94505,Coffea canephora,organic,77.0,0.0,90.0,2014,focal observations
BBtC org,Smitha_Krishnan_Coffea_canephora_India_2014,12.28536,75.91512,Coffea canephora,organic,20.0,0.0,135.0,2014,focal observations
karumbaiah,Smitha_Krishnan_Coffea_canephora_India_2014,12.14531,75.9791,Coffea canephora,organic,23.0,0.0,135.0,2014,focal observations
muthanna,Smitha_Krishnan_Coffea_canephora_India_2014,12.29617,75.89725,Coffea canephora,organic,4.0,0.0,135.0,2014,focal observations
kushal Nt,Smitha_Krishnan_Coffea_canephora_India_2014,12.18033,76.01575,Coffea canephora,conventional,33.0,0.0,135.0,2014,focal observations
skanda Nt,Smitha_Krishnan_Coffea_canephora_India_2014,12.21443,75.99288,Coffea canephora,conventional,5.0,0.0,135.0,2014,focal observations
raju,Smitha_Krishnan_Coffea_canephora_India_2014,12.15116,75.84397,Coffea canephora,conventional,1.0,0.0,135.0,2014,focal observations
subaiah,Smitha_Krishnan_Coffea_canephora_India_2014,12.26894,75.82188,Coffea canephora,conventional,18.0,0.0,135.0,2014,focal observations
BBtC conv,Smitha_Krishnan_Coffea_canephora_India_2014,12.29101,75.91398,Coffea canephora,conventional,19.0,0.0,135.0,2014,focal observations
somanna,Smitha_Krishnan_Coffea_canephora_India_2014,12.1702,75.92939,Coffea canephora,conventional,8.0,0.0,135.0,2014,focal observations
raja,Smitha_Krishnan_Coffea_canephora_India_2014,12.18323,75.76732,Coffea canephora,conventional,11.0,0.0,135.0,2014,focal observations
nanda,Smitha_Krishnan_Coffea_canephora_India_2014,12.29073,75.8177,Coffea canephora,conventional,3.0,0.0,135.0,2014,focal observations
BCK,Smitha_Krishnan_Coffea_canephora_India_2014,12.08561,75.8995,Coffea canephora,conventional,15.0,0.0,135.0,2014,focal observations
sannu,Smitha_Krishnan_Coffea_canephora_India_2014,12.13277,75.93153,Coffea canephora,conventional,2.0,0.0,135.0,2014,focal observations
mohan,Smitha_Krishnan_Coffea_canephora_India_2014,12.17165,75.93238,Coffea canephora,conventional,68.0,0.0,135.0,2014,focal observations
manna,Smitha_Krishnan_Coffea_canephora_India_2014,12.19536,75.77373,Coffea canephora,conventional,1.0,0.0,135.0,2014,focal observations
skanda SO,Smitha_Krishnan_Coffea_canephora_India_2014,12.22791,75.99079,Coffea canephora,conventional,3.0,0.0,135.0,2014,focal observations
bopanna,Smitha_Krishnan_Coffea_canephora_India_2014,12.17563,75.9716,Coffea canephora,conventional,4.0,0.0,135.0,2014,focal observations
chinappa,Smitha_Krishnan_Coffea_canephora_India_2014,12.15526,75.77745,Coffea canephora,conventional,4.0,0.0,135.0,2014,focal observations
13,Virginie_Boreux_Coffea_canephora_India_2008,12.13271,75.99983,Coffea canephora,conventional,51.0,0.0,750.0,2008,focal observations
16,Virginie_Boreux_Coffea_canephora_India_2008,12.12848,75.98927,Coffea canephora,conventional,6.0,0.0,600.0,2008,focal observations
18,Virginie_Boreux_Coffea_canephora_India_2008,12.13937,75.9564,Coffea canephora,conventional,2.0,0.0,600.0,2008,focal observations
20,Virginie_Boreux_Coffea_canephora_India_2008,12.16691,75.97461,Coffea canephora,conventional,23.0,0.0,750.0,2008,focal observations
27,Virginie_Boreux_Coffea_canephora_India_2008,12.22384,75.96174,Coffea canephora,conventional,15.0,0.0,600.0,2008,focal observations
28,Virginie_Boreux_Coffea_canephora_India_2008,12.08721,75.93929,Coffea canephora,conventional,8.0,0.0,450.0,2008,focal observations
46,Virginie_Boreux_Coffea_canephora_India_2008,12.09618,75.94219,Coffea canephora,conventional,2.0,0.0,450.0,2008,focal observations
53,Virginie_Boreux_Coffea_canephora_India_2008,12.09439,75.99122,Coffea canephora,conventional,3.0,0.0,600.0,2008,focal observations
54,Virginie_Boreux_Coffea_canephora_India_2008,12.08687,75.99807,Coffea canephora,conventional,1.0,0.0,600.0,2008,focal observations
55,Virginie_Boreux_Coffea_canephora_India_2008,12.0969,75.98143,Coffea canephora,conventional,3.0,0.0,600.0,2008,focal observations
58,Virginie_Boreux_Coffea_canephora_India_2008,12.0866,75.95695,Coffea canephora,conventional,3.0,0.0,600.0,2008,focal observations
102,Virginie_Boreux_Coffea_canephora_India_2008,12.12463,75.96705,Coffea canephora,conventional,1.0,0.0,450.0,2008,focal observations
124,Virginie_Boreux_Coffea_canephora_India_2008,12.151,75.96645,Coffea canephora,conventional,1.0,0.0,600.0,2008,focal observations
140,Virginie_Boreux_Coffea_canephora_India_2008,12.16162,75.98124,Coffea canephora,conventional,2.0,0.0,750.0,2008,focal observations
162,Virginie_Boreux_Coffea_canephora_India_2008,12.14244,75.93395,Coffea canephora,conventional,2.0,0.0,450.0,2008,focal observations
176,Virginie_Boreux_Coffea_canephora_India_2008,12.17895,76.00022,Coffea canephora,conventional,6.0,0.0,750.0,2008,focal observations
185,Virginie_Boreux_Coffea_canephora_India_2008,12.08321,76.01609,Coffea canephora,conventional,1.0,0.0,600.0,2008,focal observations
216,Virginie_Boreux_Coffea_canephora_India_2008,12.17054,75.85494,Coffea canephora,conventional,2.0,0.0,450.0,2008,focal observations
220,Virginie_Boreux_Coffea_canephora_India_2008,12.15252,76.01904,Coffea canephora,conventional,1.0,0.0,450.0,2008,focal observations
222,Virginie_Boreux_Coffea_canephora_India_2008,12.14360107,76.03206338,Coffea canephora,conventional,4.0,0.0,600.0,2008,focal observations
245,Virginie_Boreux_Coffea_canephora_India_2008,12.1484,76.00171,Coffea canephora,conventional,3.0,0.0,450.0,2008,focal observations
251,Virginie_Boreux_Coffea_canephora_India_2008,12.03658,75.97446,Coffea canephora,conventional,3.0,0.0,450.0,2008,focal observations
252,Virginie_Boreux_Coffea_canephora_India_2008,12.03082,76.00204,Coffea canephora,conventional,1.0,0.0,450.0,2008,focal observations
255,Virginie_Boreux_Coffea_canephora_India_2008,12.1623,75.94164,Coffea canephora,conventional,20.0,0.0,450.0,2008,focal observations
257,Virginie_Boreux_Coffea_canephora_India_2008,12.17546,75.96359,Coffea canephora,conventional,5.0,0.0,600.0,2008,focal observations
262,Virginie_Boreux_Coffea_canephora_India_2008,12.11183,75.9624,Coffea canephora,conventional,7.0,0.0,600.0,2008,focal observations
263,Virginie_Boreux_Coffea_canephora_India_2008,12.10691,75.982,Coffea canephora,conventional,2.0,0.0,600.0,2008,focal observations
264,Virginie_Boreux_Coffea_canephora_India_2008,12.10652,76.00268,Coffea canephora,conventional,3.0,0.0,600.0,2008,focal observations
265,Virginie_Boreux_Coffea_canephora_India_2008,12.10752,76.01521,Coffea canephora,conventional,12.0,0.0,600.0,2008,focal observations
268,Virginie_Boreux_Coffea_canephora_India_2008,12.05073,76.03168,Coffea canephora,conventional,12.0,0.0,900.0,2008,focal observations
274,Virginie_Boreux_Coffea_canephora_India_2008,12.12954,75.89961,Coffea canephora,conventional,80.0,0.0,900.0,2008,focal observations
276,Virginie_Boreux_Coffea_canephora_India_2008,12.093,75.88341,Coffea canephora,conventional,7.0,0.0,450.0,2008,focal observations
279,Virginie_Boreux_Coffea_canephora_India_2008,12.12697,75.84016,Coffea canephora,conventional,14.0,0.0,450.0,2008,focal observations
280,Virginie_Boreux_Coffea_canephora_India_2008,12.13562,75.8466,Coffea canephora,conventional,17.0,0.0,450.0,2008,focal observations
284,Virginie_Boreux_Coffea_canephora_India_2008,12.14246,75.88369,Coffea canephora,conventional,30.0,0.0,450.0,2008,focal observations
285,Virginie_Boreux_Coffea_canephora_India_2008,12.15478,75.88855,Coffea canephora,conventional,19.0,0.0,450.0,2008,focal observations
286,Virginie_Boreux_Coffea_canephora_India_2008,12.16218,75.88353,Coffea canephora,conventional,25.0,0.0,450.0,2008,focal observations
287,Virginie_Boreux_Coffea_canephora_India_2008,12.17958,75.87492,Coffea canephora,conventional,8.0,0.0,450.0,2008,focal observations
293,Virginie_Boreux_Coffea_canephora_India_2008,12.15285,76.03595,Coffea canephora,conventional,42.0,0.0,1500.0,2008,focal observations
296,Virginie_Boreux_Coffea_canephora_India_2008,12.21809,75.97126,Coffea canephora,conventional,6.0,0.0,750.0,2008,focal observations
298,Virginie_Boreux_Coffea_canephora_India_2008,12.20358,75.96136,Coffea canephora,conventional,52.0,0.0,900.0,2008,focal observations
300,Virginie_Boreux_Coffea_canephora_India_2008,12.12461,76.03326,Coffea canephora,conventional,35.0,0.0,1050.0,2008,focal observations
302,Virginie_Boreux_Coffea_canephora_India_2008,12.09915,76.03733,Coffea canephora,conventional,25.0,0.0,600.0,2008,focal observations
304,Virginie_Boreux_Coffea_canephora_India_2008,12.07993,76.05161,Coffea canephora,conventional,2.0,0.0,900.0,2008,focal observations
315,Virginie_Boreux_Coffea_canephora_India_2008,12.23448,75.99284,Coffea canephora,conventional,61.0,0.0,750.0,2008,focal observations
325,Virginie_Boreux_Coffea_canephora_India_2008,12.05929,75.96036,Coffea canephora,conventional,6.0,0.0,450.0,2008,focal observations
bio1,Virginie_Boreux_Malus_domestica_Germany_2015,47.7368104560112,9.32303161893743,Malus domestica,organic,3.0,0.0,30.0,2015,transects
bio2,Virginie_Boreux_Malus_domestica_Germany_2015,47.6768584757538,9.41047115210244,Malus domestica,organic,3.0,1.0,30.0,2015,transects
bio4,Virginie_Boreux_Malus_domestica_Germany_2015,47.7867850826914,9.49638019987654,Malus domestica,organic,5.0,4.0,30.0,2015,transects
bio5,Virginie_Boreux_Malus_domestica_Germany_2015,47.7676966375335,9.44250810161693,Malus domestica,organic,8.0,6.0,30.0,2015,transects
bio6,Virginie_Boreux_Malus_domestica_Germany_2015,47.7679284427174,9.48956782149168,Malus domestica,organic,0.0,2.0,30.0,2015,transects
bio7,Virginie_Boreux_Malus_domestica_Germany_2015,47.8121775127822,9.15824303527739,Malus domestica,organic,24.0,11.0,30.0,2015,transects
bio8,Virginie_Boreux_Malus_domestica_Germany_2015,47.8042718594802,9.22160281598458,Malus domestica,organic,2.0,3.0,30.0,2015,transects
bio10,Virginie_Boreux_Malus_domestica_Germany_2015,47.6673459833504,9.54680946498903,Malus domestica,organic,1.0,0.0,30.0,2015,transects
bio11,Virginie_Boreux_Malus_domestica_Germany_2015,47.6274892350598,9.5932054503026,Malus domestica,organic,2.0,2.0,30.0,2015,transects
bio12,Virginie_Boreux_Malus_domestica_Germany_2015,47.6060446858346,9.5504277628667,Malus domestica,organic,2.0,1.0,30.0,2015,transects
bio13,Virginie_Boreux_Malus_domestica_Germany_2015,47.6375423236828,9.64284255956335,Malus domestica,organic,4.0,1.0,30.0,2015,transects
bio14,Virginie_Boreux_Malus_domestica_Germany_2015,47.8284537567087,8.98288404887019,Malus domestica,organic,5.0,2.0,30.0,2015,transects
bio15,Virginie_Boreux_Malus_domestica_Germany_2015,47.8237972198572,9.03750209066106,Malus domestica,organic,7.0,7.0,30.0,2015,transects
ip1,Virginie_Boreux_Malus_domestica_Germany_2015,47.831430254555,8.97403731871548,Malus domestica,conventional,3.0,2.0,30.0,2015,transects
ip3,Virginie_Boreux_Malus_domestica_Germany_2015,47.8039892937655,9.01916460197281,Malus domestica,conventional,1.0,1.0,30.0,2015,transects
ip4,Virginie_Boreux_Malus_domestica_Germany_2015,47.7713314995836,9.24818307390594,Malus domestica,conventional,5.0,34.0,30.0,2015,transects
ip6,Virginie_Boreux_Malus_domestica_Germany_2015,47.7066222982659,9.4106247968977,Malus domestica,conventional,4.0,0.0,30.0,2015,transects
ip7,Virginie_Boreux_Malus_domestica_Germany_2015,47.690338775228,9.47093090827557,Malus domestica,conventional,0.0,1.0,30.0,2015,transects
ip10,Virginie_Boreux_Malus_domestica_Germany_2015,47.7147304982891,9.52112027611416,Malus domestica,conventional,1.0,2.0,30.0,2015,transects
ip11,Virginie_Boreux_Malus_domestica_Germany_2015,47.7517178566682,9.53329692336844,Malus domestica,conventional,1.0,0.0,30.0,2015,transects
ip12,Virginie_Boreux_Malus_domestica_Germany_2015,47.7879002353309,9.24197361387411,Malus domestica,conventional,3.0,16.0,30.0,2015,transects
ip13,Virginie_Boreux_Malus_domestica_Germany_2015,47.7944303709299,9.57412583782966,Malus domestica,conventional,1.0,6.0,30.0,2015,transects
ip14,Virginie_Boreux_Malus_domestica_Germany_2015,47.6091763697272,9.56147758157641,Malus domestica,conventional,1.0,0.0,30.0,2015,transects
ip15,Virginie_Boreux_Malus_domestica_Germany_2015,47.6200987373973,9.59035371908575,Malus domestica,conventional,0.0,1.0,30.0,2015,transects
1,Yael_Mandelik_Citrullus_lanatus_Israel_2009,31.6144789907159,34.8373151141897,Citrullus lanatus,conventional,5.0,0.0,,2009,sweep net
2,Yael_Mandelik_Citrullus_lanatus_Israel_2009,31.6263049564199,34.8303789862569,Citrullus lanatus,conventional,3.0,0.0,,2009,sweep net
3,Yael_Mandelik_Citrullus_lanatus_Israel_2009,31.6337028969014,34.8176615811587,Citrullus lanatus,conventional,1.0,0.0,,2009,sweep net
4,Yael_Mandelik_Citrullus_lanatus_Israel_2009,31.6441199277957,34.8209220697175,Citrullus lanatus,conventional,4.0,0.0,,2009,sweep net
5,Yael_Mandelik_Citrullus_lanatus_Israel_2009,31.6529060330801,34.81202464659,Citrullus lanatus,conventional,1.0,0.0,,2009,sweep net
6,Yael_Mandelik_Citrullus_lanatus_Israel_2009,31.6558691562123,34.8692379298526,Citrullus lanatus,conventional,32.0,0.0,,2009,sweep net
7,Yael_Mandelik_Citrullus_lanatus_Israel_2009,31.6597786678577,34.8547631142222,Citrullus lanatus,conventional,13.0,0.0,,2009,sweep net
8,Yael_Mandelik_Citrullus_lanatus_Israel_2009,31.6676881660736,34.8442681965505,Citrullus lanatus,conventional,5.0,0.0,,2009,sweep net
9,Yael_Mandelik_Citrullus_lanatus_Israel_2009,31.7112604108208,34.8314132451377,Citrullus lanatus,conventional,4.0,0.0,,2009,sweep net
10,Yael_Mandelik_Citrullus_lanatus_Israel_2009,31.8138449891606,34.9273419624852,Citrullus lanatus,conventional,8.0,0.0,,2009,sweep net
11,Yael_Mandelik_Citrullus_lanatus_Israel_2009,31.8141899714458,34.910448154107,Citrullus lanatus,conventional,4.0,0.0,,2009,sweep net
12,Yael_Mandelik_Citrullus_lanatus_Israel_2009,31.8295102873622,34.9762654512483,Citrullus lanatus,conventional,4.0,0.0,,2009,sweep net
13,Yael_Mandelik_Citrullus_lanatus_Israel_2009,31.8298983081303,34.9628564777213,Citrullus lanatus,conventional,2.0,0.0,,2009,sweep net
14,Yael_Mandelik_Citrullus_lanatus_Israel_2009,31.8299180463512,34.8717873950229,Citrullus lanatus,conventional,10.0,0.0,,2009,sweep net
15,Yael_Mandelik_Citrullus_lanatus_Israel_2009,31.8455502531209,34.9538893899165,Citrullus lanatus,conventional,6.0,0.0,,2009,sweep net
16,Yael_Mandelik_Citrullus_lanatus_Israel_2009,31.8586765528286,34.9799523270558,Citrullus lanatus,conventional,6.0,0.0,,2009,sweep net
17,Yael_Mandelik_Citrullus_lanatus_Israel_2009,31.8623045969118,34.967030708754,Citrullus lanatus,conventional,24.0,0.0,,2009,sweep net
1,Yael_Mandelik_Citrullus_lanatus_Israel_2010,31.6034410483401,34.8829445445152,Citrullus lanatus,conventional,35.0,0.0,,2010,sweep net
